name,brand,category,barcode,vegNonVeg,available_quantities,ingredients,allergens,side_effects,harm_level,image_url
Malasa Masti,Balaji Wafers,plant-based-foods-and-beverages,8906010500030,,"[""30g""]","[""POTATO (87%)"", ""EDIBLE VEGETABLE OIL (PALMOLEIN)"", ""SUGAR"", ""SPICES & CONDIMENTS 1% (CHILLI"", ""DRY MANGO"", ""CORIANDER"", ""CUMIN"", ""BLACK PEPPER"", ""GINGER"", ""CLOVE)"", ""EDIBLE COMMON SALT"", ""BLACK SALT""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/601/050/0030/front_en.26.400.jpg
Tropicana Litchi Delight Juice 1Ltr (Pckt),Tropicana,plant-based-foods-and-beverages,8902080013272,,"[""200 ml""]","[""WATER"", ""LITCHI PULP 13%"", ""SUGAR"", ""CONCENTRATED APPLE JUICE (2%)"", ""ACIDITY REGULATOR (296)"", ""FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)"", ""STABILIZER (440)"", ""IODISED SALT"", ""ANTIOXIDANT (300).""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/208/001/3272/front_en.14.400.jpg
Thumbs Up 750ml,coca-cola-company,beverages,8901764042270,,"[""24""]","[""CARBONATED WATER"", ""SUGAR"", ""ACIDITY REGULATOR (338)"", ""CAFFEINE (8.3 mg/100 g)"", ""COLOUR (1506) FLAVOURS (NATURAL"", ""NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVOURING SUBSTANCES). &quot"", ""CONTAINS CAFFEINE&quot""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/176/404/2270/front_en.46.400.jpg
Aachi chicken masala,aachi,plant-based-foods-and-beverages,8906021120470,,"[""100g""]","[""Spice Content - 77% (Red Chilli powder. Turmeric powder"", ""Black Pepper"", ""Cumin"", ""Cassia Bark (Taj)"", ""Cardamom. Garlic flakes"", ""Dry Ginger"", ""Dry Fenugreek Leaves"", ""Mustard). Gram Dhal"", ""Toor Dhal"", ""Urad Dal and Salt - 5%""]","[""mustard""]",[],,https://images.openfoodfacts.org/images/products/890/602/112/0470/front_en.5.400.jpg
Coconut oil,parachute,plant-based-foods-and-beverages,8901088000345,,"[""200ml(182g)""]","[""Coconut Oil""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/108/800/0345/front_en.15.400.jpg
Quick Chicken Pizza Instant Noodles,wai-wai,plant-based-foods-and-beverages,8901741003027,,"[""75 g""]","[""Noodles (with seasonings): Wheat flour"", ""Edible vegetable oil (Palm)"", ""lodised salt"", ""Wheat gluten"", ""Softening agent (500ii)"", ""Soya sauce"", ""Black pepper"", ""Flavour enhancer (621"", ""627"", ""631)"", ""Guar gum (412)"", ""Acidity regulator (451i)"", ""Onion"", ""Calcium Carbonate (170i)"", ""Chicken flavour and Caramel (150d) (Carryover from soya sauce). \nSeasoning (in a separate sachet): lodised salt"", ""Sugar"", ""Garlic"", ""Noodle powder"", ""Maltodextrin (1400)"", ""Onion"", ""Flavour enhancer (621.627 631)"", ""Cumin"", ""Chives"", ""White pepper"", ""Oregano"", ""Cheese powder"", ""Citric acid (330)"", ""Hydrolyzed vegetable protein"", ""Dehydrated vegetables. Soy sauce powder"", ""Paprika (160C)"", ""Anticaking agent (551). Yeast extract and Chilli powder. \nFlavoured Oil: Edible Vegetable oil (Palm Olein) & Onion \nCONTAINS PERMITTED NATURAL COLOUR (Caramel 150d"", ""Paprika 160c) AND A FLAVOURS (Natural flavours & Natural flavouring substances"", ""Nature identical flavouring substances and Artificial flavouring substances (Chicken). May contain traces of MILK products & MUSTARD products.\nThis package contains added MONOSODIUM GLUTAMATE (not recommended for children under 12 months)""]","[""chicken"", ""gluten"", ""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/174/100/3027/front_en.7.400.jpg
amul cow ghee,amul,dairies,8901262030663,,"[""200 ml""]","[""fresh cream""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/126/203/0663/front_en.13.400.jpg
Mountain dew 250ml,pepsi,beverages,8902080365029,,"[""6""]","[""CARBONATED WATER"", ""SUGAR"", ""ACIDITY REGULATORS (330"", ""331)"", ""PRESERVATIVE (211)"", ""CAFFEINE"", ""STABILIZER (445). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (102) AND ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/208/036/5029/front_en.4.400.jpg
Chips barbecue,Lay's,plant-based-foods-and-beverages,3168930007432,,"[""130 g""]","[""potatoes 61%"", ""sunflower oil"", ""rapeseed oil"", ""flavour (sugar"", ""aroma ( soy )"", ""bread crumbs ( wheat )"", ""flavour enhancer (sodium glutamate)"", ""paprika"", ""onion powder"", ""tomato powder"", ""garlic powder"", ""corrector of acidity (citric acid"", ""malic acid)"", ""colour(paprika extract)"", ""smoke flavourings)"", ""salt""]","[""gluten"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/316/893/000/7432/front_fr.52.400.jpg
"SYNTHA-6 Ultra Premium Protein Matrix, Chocolate Milkshake",bio-engineered-supplements-nutrition,dietary-supplements,0834266007202,,"[""2.27 kg""]","[""lecithin"", ""salt"", ""cellulose gum"", ""acesulfame potassium"", ""sucralose"", ""papain"", ""bromelain"", ""t gedients: protein matrix comprised ewhey protein concentrate"", ""whey fotein isolate"", ""calcium caseinate"", ""micellar casein"", ""milk protein isolate"", ""egg albumen"", ""glutamine peptides)"", ""sunflower creamer (sunflower oil"", ""corn syrup solids"", ""sodium caseinate"", ""mono - and diglycerides"", ""dipotassium phosphate"", ""tricalcium phosphate"", ""soy lecithin"", ""tocopherols)"", ""polydextrose"", ""cocoa (processed with alkali)"", ""natural and artificial fla vor"", ""mct powder (medium chain triglycerides"", ""nonfat dry milk"", ""disodium phosphate"", ""silicon dioxide)""]","[""eggs"", ""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/083/426/600/7202/front_en.34.400.jpg
Daily Rice,good-life,plant-based-foods-and-beverages,8904132969780,,"[""26kg""]","[""Rice""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/413/296/9780/front_en.3.400.jpg
Garam Masala,aachi,plant-based-foods-and-beverages,8906021121156,,"[""15 g""]","[""Spice Content - 95% (Coriander"", ""Fennel"", ""Chilli Powder"", ""Cumin"", ""Cassia Bark (Taj)"", ""Garlic Flakes"", ""Dry Ginger Powder"", ""Cloves"", ""Bay leaves"", ""Black Pepper"", ""Cardamom"", ""Turmeric Powder"", ""Star Anise"", ""Dry Fenugreek Leaves"", ""Nutmeg) and Salt-5%.""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/602/112/1156/front_en.3.400.jpg
Good Day Cashew Cookies Medium Pack 600g,britannia,snacks,8901063093355,,"[""600 g""]","[""REFINED WHEAT FLOUR (MAIDA)"", ""REFINED PALM OIL"", ""SUGAR"", ""CASHEW NUTS (1.8%)"", ""INVERT SUGAR MILK SOLIDS"", ""BUTTER (0.6%)"", ""RAISING AGENTS [503(ii) & 500(ii)]"", ""IODISED SALT"", ""EMULSIFIERS (322(i)"", ""471 & 472e] AND FLAVOURS [NATURE IDENTICAL AND ARTIFICIAL (MILK AND VANILLA) FLAVOURING SUBSTANCES].""]","[""gluten"", ""milk"", ""nuts"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/106/309/3355/front_en.3.400.jpg
Lipton Green tea,lipton,plant-based-foods-and-beverages,8901030553134,,"[""13g""]","[""FLAVOURED GREEN TEA TEA BAGS CONTAINS ADDED NATURAL FLAVOURS""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/103/055/3134/front_en.6.400.jpg
Creme 4 Fun,dukes,snacks,8901972062947,,"[""150g""]","[""REFINED WHEAT FLOUR(MAIDA)"", ""SUGAR"", ""REFINED PALM OIL"", ""INVERT SYRUP"", ""I0DIZED SALT"", ""RAISING AGENTS [503(ii)"", ""500(ii)]"", ""EMULSIFIERS (322"", ""471)"", ""STARCH"", ""DOUGH CONDITIONER (223)"", ""HJMECTANT (422) AND STRAWBERRY FRUIT POWDER(0.002%). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR(127) AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA"", ""STRAWBERRY). (Numbers in brackets as per International Numbering System.)"", ""ALLERGEN: Contains Wheat"", ""Soya & Sulphites. May Contain Traces of Milk & Tree Nuts.""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/197/206/2947/front_en.8.400.jpg
Dijon Mustard,delouis-fils,condiments,3258831003982,,"[""200g""]","[""Mustard seeds (32%)"", ""vinegar (31%)"", ""water (31%)"", ""salt (6%).""]","[""mustard""]",[],,https://images.openfoodfacts.org/images/products/325/883/100/3982/front_en.4.400.jpg
Special Potato Chiwda,laxminarayan,snacks,5907256003067,,"[""400 g""]","[""Potato"", ""Peanut Oil"", ""Peanuts"", ""Raisins"", ""Cashewnuts"", ""Sugar"", ""Salt"", ""Green Chili Powder"", ""Vegetable Oil. \r\n\r\nContains No Artificial Colours Flavours & Preservatives.""]","[""nuts"", ""peanuts""]",[],,
Chyawanprash with Saffron,patanjali,plant-based-foods-and-beverages,8904109465826,,"[""500 g""]","[""Each 10g contains 450 mg wth(Sida cordifolia) ya Phaseolus tribulus) freg ute (Piper longum) Hai Leramnus labialis) 1 (Pistacia integerrima) Tt ePhyllanthus niruri) T(Vitis vinifera) dha-t (Leptadenia reticulate) 45 mg 45 mg 55 mg 45 mg e 45 mg a 45 mg 25 mg a 45 mg (Terminalia chebula) 45 mg fretu (Tinospora cordifolia) 45 mg 45 mg 45 mg f 45 mg 45 mg 45 mg 45 mg 45 mg 45 mg 90 mg 45 mg 45 mg (Habenaria intermedia) trare (Malaxis acuminate) (Curcuma zedoaria) eet(Cyperus rotundus) T-ta (Boerhaavia diffusa) r(Polygonatum cirrhifolium) eteer (Nymphaea nouchall) rta(Puraria tuberosa) (Adhatoda vasica) r(Roscoea alpine) (Martynia diandra) Mfg. Ii Kl-181""]","[""-""]",[],,
Haldiram's Pasta,haldirams,plant-based-foods-and-beverages,8904004408164,,"[""200 g""]","[""Semoule(Rawa)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/400/440/8164/front_en.5.400.jpg
Moong Dal,haldiram-s,plant-based-foods-and-beverages,8904004403718,,"[""18""]","[""Split Pulse Moong (Moong Dal) (77 %)"", ""Cotton Seed Oil Refined & lodised Salt.""]","[""-""]",[],,
Mixed Fruit Delight,Tropicana,plant-based-foods-and-beverages,8902080011513,,"[""200 ml""]","[""WATER"", ""CONCENTRATED MIXED FRUIT JUICE (10.1%) (FROM APPLE"", ""MANGO"", ""GUAVA"", ""ORANGE"", ""BANANA"", ""APRICOT"", ""PEACH)"", ""SUGAR"", ""ACIDITY REGULATOR (330)"", ""STABILIZERS (466"", ""440)"", ""SALT"", ""SWEETENER (960)"", ""CONTAINS PERMITTED NATURAL COLOUR (160a(i)) AND ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES).""]","[""banana"", ""orange"", ""peach""]",[],,
Pista Chikki,shri-mahalaxmi,snacks,0794712251835,,"[""450 g""]","[""water"", ""gud"", ""sugar"", ""liquid glucose"", ""peanuts"", ""sesam"", ""veg. oil etc.""]","[""peanuts""]",[],,https://images.openfoodfacts.org/images/products/079/471/225/1835/front_en.7.400.jpg
Dr Oetker Funfoods Veg Mayonnaise,Dr. Oetker,condiments,8906002000494,,"[""250""]","[""Refined Soyabean Oil"", ""Water"", ""Sugar"", ""Milk Solids"", ""lodised Salt"", ""Stabilizers (INS415"", ""INS1442)"", ""Acidity Regulators (INS260"", ""Preservatives (INS211"", ""INS202)"", ""Antioxidant (INS319).""]","[""milk"", ""soybeans""]",[],,
Corn Flakes Original,Kellogg's,plant-based-foods-and-beverages,8901499008183,,"[""250 g""]","[""corn grits 87.7%"", ""sugar"", ""malt extract"", ""iodized salt"", ""vitamins"", ""INS320""]","[""-""]",[],,
Amul Taaza Milky Milk,amul,dairies,8901262260121,,"[""500 ml""]","[""PASTEURISED HOMOGENISED TONED MILK""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/126/226/0121/front_en.52.400.jpg
Del Monte Tomato Ketchup,Del Monte,condiments,8901246002075,,"[""1 kg""]","[""Water"", ""Tomato Paste 29%"", ""Sugar"", ""Iodized Salt"", ""Acidity Regulator (INS 260)"", ""Thickeners (INS 1422"", ""INS 415)"", ""Spices and Condiments (Onion Powder"", ""Garlic Powder"", ""and Mixed Spices) and Preservative (INS 211)""]","[""-""]",[],,
Maiyas Moong Dal,maiyas,snacks,8904156707320,,"[""35""]","[""Greengram dal (81.7%)"", ""Edible vegetable oil"", ""Salt. Allergy advice: Made in a facility that processes Peanuts"", ""Treenuts"", ""Milk"", ""Wheat and Sesame.""]","[""gluten"", ""milk"", ""nuts"", ""sesame seeds""]",[],,
Lays Spanish Tomato,fssai,plant-based-foods-and-beverages,8904246910371,,"[""90g""]","[""potato""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/424/691/0371/front_en.4.400.jpg
Moong Dal,haldiram-s,plant-based-foods-and-beverages,8904063200136,,"[""1 cup""]","[""Split Mung Bean (74%)"", ""Vegetable Oil (Peanut"", ""Corn & Cotton Seed) And Salt.""]","[""peanuts""]",[],,
Takatak Chatpata Masala,haldiram-s,snacks,8904063258762,,"[""71g""]","[""Rice Meal"", ""Edible Vegetable Oil (Palmolein Oil)"", ""Corn Meal"", ""Gram Meal"", ""Spices and Condiments (Red Chilli Powder (0.8%)"", ""Raw Mango Powder"", ""Coriander Powder"", ""Cumin Powder"", ""Garlic Powder"", ""Anise Powder (0.1 %)"", ""Black Pepper Powder"", ""Nutmeg Powder"", ""Cinnamon Powder"", ""Onion Powder"", ""Spices Extract)"", ""Edible Common Salt"", ""Whey Powder"", ""Maltodextrin"", ""Dextrose and Acidity Regulators (INS 330 & INS 296). CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)""]","[""milk""]",[],,
Parle tostea 1kg,parle,snacks,19017198,,"[""22g""]","[""FARINE DE BLE"", ""HUILE VEGETALE ČOMESTĪBLE"", ""LEVURE"", ""EXTRAIT DE MALT"", ""SEL"", ""EMULSIFIANT D'ORIGINE VEGÉTALE (ESTERS D'ACIDE DIACETYLTARTRIQUE DE MONO ET DIGCEDIDES (E 47 META BISULFITE DE SODIUM (E 223] ET AMYLASE (E 11C 2. AP MP GH""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/000/001/901/7198/front_en.4.400.jpg
Khatta Meetha,haldiram,snacks,8904004401172,,"[""1""]","[""Refined Palmolein Oil"", ""Rice Flakes (22%)"", ""Bengal Gram Flour (Besan) (21%)"", ""Refined Sugar"", ""Split Pulse Bengal Gram (Chana Dal) (7%) Groundnuts (Peanuts) (5%)"", ""Sago (4%)"", ""Red Lentils (Masur Whole) (2.5%)"", ""Edible Common Salt"", ""Black Salt"", ""Turmeric Acidity Regulator (INS 330)"", ""Red Chilli"", ""Ajwain"", ""Raising Agent S500i) & Asafoetida tard Seed""]","[""peanuts""]",[],,
Simply Salted,Balaji Wafers,snacks,8906010500016,,"[""30 g""]","[""Potato (89%)"", ""Edible Vegetable Oil (Palmolein)"", ""Iodized Salt (0.4%).""]","[""-""]",[],,
Real Mixed fruit juice,real,plant-based-foods-and-beverages,4796008920049,,"[""1l""]","[""FHEOTRETH Tetra Pak BISKTS GOOD Réal Belief Something that's good for children should also make them smile. That's why"", ""what your child needs is a unique blend of fruit nutrition and irresistible taste. At Réal"", ""we believe that healthy is happy. NUTRITIONAL FACTS PER 100 ml Energy Protein Carbohydrate (APPROXIMATE)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/479/600/892/0049/front_en.20.400.jpg
Wai wai,wai-wai,plant-based-foods-and-beverages,8906013030022,,"[""70g""]","[""Refined WHEAT flour"", ""Edible vegetable oil (Palm)"", ""WHEAT gluten"", ""lodised salt"", ""Acidity regulator (500ii"", ""451i"", ""1 70i)"", ""Thickener (412)\nFlavour enhancer (621) SOY sauce"", ""Tomato saUce"", ""Green chilli sauce"", ""Onion"", ""Black pepper"", ""Citric acid\n(330) and Caramel (150d) (carryover from soya sauce\nSeasoning (Codex/Indian FC 12.2.2): lodised solt"", ""Sugar"", ""Spices and condiments"", ""Black salt"", ""Fleur\nenhancers (621"", ""627"", ""631)"", ""Garic"", ""Molodetrin\n(1400)"", ""Coriander"", ""Tecmeric (100i1)"", ""Chilli"", ""Cunin"", ""Ginger"", ""Hydrolyzed protein"", ""Citric Acid (330)"", ""ock\npepper"", ""Clove"", ""Small cardamom"", ""Cinnamon"", ""Boy\nleaves"", ""Fennel"", ""Big cardamom"", ""Anistar"", ""Anlicoeno\nogent (551)"", ""Emulsifying and stabilizing ogent (433)\nOnion Flavoured Oil: Edible Vegetable oil\n(Palro Olein) & On""]","[""en:gluten"", ""en:soybeans""]",[],,
Chana Pulao,ashoka,plant-based-foods-and-beverages,8901552023450,,"[""280g (10oz)""]","[""Water"", ""Basmati Rice"", ""Chickpeas"", ""Potatoes"", ""Onions"", ""Tomato"", ""Sunflower Oil"", ""Tomato Paste"", ""Salt"", ""Garlic"", ""Ginger"", ""Green chilli"", ""Coriander leaves"", ""Mint Leaves"", ""Red Chilli Powder"", ""Spices (Coriander Powder"", ""Black Pepper"", ""Aniseeds"", ""Cinnamon"", ""Nutmeg"", ""Sesame Seeds"", ""Black Cardamom"", ""Green Cardamom"", ""Clove"", ""Bay Leaves"", ""Star anise"", ""Caraway Seeds"", ""Ajwain Seeds"", ""Mace"", ""Stone Flower)"", ""Cumin"", ""Turmeric Powder"", ""Turmeric"", ""Oleoresin""]","[""sesame seeds""]",[],,
Raw Pressery Valencia Orange,raw-pressery,beverages-and-beverages-preparations,8904258700465,,"[""1000ml""]","[""VALENCIA ORANGE JUICE (99.8%)"", ""CITRUS FIBER"", ""ANTIOXIDANTS [(INS 224)"", ""VITAMIN C-INS 300] CONTAINS NATURALLY OCCURING SUGARS""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/425/870/0465/front_en.5.400.jpg
Pepsi Cola Zero Sugar 250ml Can,pepsico,beverages,8902080285020,,"[""7""]","[""CARBONATED WATER"", ""ACIDITY REGULATORS (338"", ""330) SMEETENERS (955"", ""950)"", ""PRESERVATIVE (211)"", ""CAFFEINE\nCONTAINS PERMITTED NATURAL COLOUR (150d) AND ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES).""]","[""-""]",[],,
Protinex Original,protinex,dietary-supplements,8906048500835,,"[""250 g""]","[""Peanut protein hydrolysate (56%)"", ""sugar"", ""malt extract"", ""maltodextrin"", ""minerals (tribasic calcium phosphate"", ""ferrous gluconate)"", ""choline bitartrate vitamins (ascorbic acid"", ""niacinamide"", ""d-alpha tocopheryl acetate"", ""phytomenadione"", ""retinyl palmitate"", ""thiamine mononitrate"", ""ergocalciferol"", ""riboflavin"", ""pantothenol"", ""pyridoxine hydrochloride"", ""folic acid"", ""cyanocobalamin"", ""d-biotin).""]","[""-""]",[],,
Passendale classic,passendale,dairies,5410942104158,,"[""190g (5*38g)""]","[""pasteurized cow's milk"", ""salt"", ""lactic acid ferments"", ""rennet"", ""natural dye: annatto""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/541/094/210/4158/front_en.78.400.jpg
KitchenFeast GARAM MASALA,kitchenfeast-the-superb-taste,plant-based-foods-and-beverages,8939997630902,,"[""100g""]","[""Black Pepper Cumin Ginger Big Cardamom Bay Leaves Cinnamon Coriander Clove Small Cardamom Long Pepper Nutmeg • Mace Fennel.""]","[""-""]",[],,
KitchenFeast MEAT MASALA,kitchenfeast-the-superb-taste,plant-based-foods-and-beverages,8939998813984,,"[""100g""]","[""Coriander"", ""Turmeric"", ""Cumin"", ""Red Chilli"", ""Ginger"", ""Poppy Seeds"", ""Kashmiri Chilli"", ""• Salt"", ""Fennel"", ""Fenugreek Seeds"", ""Black Pepper"", ""Small Cardamom"", ""Big Cardamom"", ""Bay Leaves"", ""Black Salt"", ""Black Mustard"", ""Indian Mustard"", ""Nutmeg Mace""]","[""-""]",[],,
Maggi rich tomato sauce,Maggi,condiments,89000717,,"[""200g""]","[""water"", ""sugar"", ""tomato paste"", ""salt"", ""acidity regulator"", ""thickening agents""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/000/008/900/0717/front_en.5.400.jpg
Patanjali COW'S GHEE,patanjali,dairies,8904109490545,,"[""500 ml""]","[""Milk fat from cow's milk""]","[""-""]",[],,
CORIANDER POWDER KitchenFeast,kitchenfeast-the-superb-taste,plant-based-foods-and-beverages,8939997630766,,"[""100g""]","[""coriander""]","[""-""]",[],,
Saffola Masala Oats - Classic Masala,Saffola,plant-based-foods-and-beverages,8901088068734,,"[""38 g""]","[""Rolled Oats (73.9 %)"", ""Maltodectrin"", ""Salt"", ""Spices and Condiments (34%) (Onions"", ""Tumeric"", ""Pepper"", ""Cumin"", ""Garlic"", ""Fenugreek"", ""Clove"", ""Nutmeg"", ""Red Chili)"", ""Dried Vegetables (Carrots (1.15%)"", ""Onions Flakes (1.15%)"", ""Green Peas(0.69%))"", ""Sugar"", ""Starch"", ""Hydrolysed Vegetable Protein"", ""Wheat Powder"", ""Flavour Enhancers NS 627"", ""631)"", ""Anlioxidant (320). \r\nCONTAINS ADDED FLAVOUR-NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES.""]","[""gluten"", ""none""]",[],,https://images.openfoodfacts.org/images/products/890/108/806/8734/front_en.19.400.jpg
Puffcorn,kurkure,snacks,8901491365703,,"[""28 10rs""]","[""INREDIENTS: Cereal Products (67%) (Corn Meal (53%)"", ""Rice Meal (14%))"", ""Edible Vegetable Oil (Palmolein)"", ""*Seasoning (Sugar"", ""lodised Salt"", ""Maltodextrin"", ""Spices and Condiments"", ""Milk Solids"", ""Cheese"", ""Salt Replacer (Potassium Chloride)"", ""Flavour (Natural and Nature Identical Flavouring Substances)"", ""Flavour Enhancers (627"", ""631)"", ""Acidity Regulators (296"", ""330)"", ""Emulsifying & Stabilising Agent ((331(iii)"", ""471"", ""327))"", ""Gram Meal (3.6%)"", ""Calcium Carbonate (170(i))"", ""lodised Salt. *As flavouring agent. Contains Onion and Garlic ALLERGEN ADVICE: Contains Soy"", ""Milk"", ""Wheat""]","[""gluten"", ""milk"", ""soybeans""]",[],,
Paneer,ananda,dairies,8904124108098,,"[""200g""]","[""Milk solids""]","[""milk""]",[],,
Amul Masti Dahi,amul,dairies,8901262201124,,"[""85 g""]","[""MILK"", ""MILK SOLIDS"", ""ACTIVE CULTURE""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/126/220/1124/front_en.4.400.jpg
Black Raisins,whole-farm,black-raisins,8906167241398,,"[""200 g""]","[""Black Raisins""]","[""-""]",[],,
Lite Bite Mini Toast Classic,bangladesh,plant-based-foods-and-beverages,8906005713520,,"[""250g""]","[""REFINED WHEAT FLOUR (MAIDA)"", ""SUGAR"", ""WATER"", ""EDIBLE VEGETABLE OIL (PALM OIL)"", ""MILK SOLIDS"", ""BUTTER OIL"", ""EDIBLE COMMON SALT"", ""YEAST"", ""BLACK CUMIN AND SESAME SEED. CONTAINS WHEAT"", ""SESAME AND MILK INGREDIENTS.""]","[""gluten"", ""milk"", ""sesame seeds""]",[],,
Kabi Pro Vanilla Flavour,kabi-pro,dairies,8906012906205,,"[""400g""]","[""Whey Protein Concentrate"", ""Maltodextrin"", ""Dietary Fibers (Gum Acacia)"", ""Minerals"", ""Flavoring Agent (Artificial Flavouring Substances (Vanilla)]"", ""Vitamins"", ""Choline Bitartrate"", ""Stabilizer (INS 415).""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/601/290/6205/front_en.4.400.jpg
Samrat Snacks Alu Sev,samrat-snacks,snacks,0839423002557,,"[""400 g""]","[""Edible Vegetable Oil (Palmolein Oil)"", ""Dried Potato Powder (28%)"", ""Chickpea Flour (18%)"", ""Maize Starch"", ""Maltodextrin"", ""Mint Flavor(Mint"", ""Garlic"", ""Tamarind)"", ""iodised Salt"", ""Dried Mango Powder"", ""Red Chilli Powder"", ""Spice Blend"", ""Black Pepper"", ""Turmeric Powder"", ""Onion Powder"", ""Cardamom"", ""Ginger Powder"", ""Acidity Regulator (INS 330)"", ""CONTAINS ADDED FLAVOUR-NATURAL AND NATURE IDENTICAL FLAVOURING""]","[""-""]",[],,
Desi Popz Tangy Imli,go-desi,snacks,8906108890050,,"[""32g, 4 units""]","[""Jaggery"", ""Tamarind"", ""Edible Salt"", ""Cumin Powder"", ""Curry Leaves Powder"", ""Chilli Powder"", ""Refined sunflower oil"", ""Acacia Gum (INS 414)""]","[""-""]",[],,
Butterscotch Bliss,amul,desserts,8901262173223,,"[""750 mL""]","[""_Milk solids_"", ""sugar"", ""cashew chikki 12% (sugar"", ""cashew pieces"", ""liquid glucose"", ""ghee)"", ""E471"", ""E407"", ""E412"", ""E466"", ""E415"", ""artificial flavouring substances (butterscotch)"", ""E102""]","[""milk"", ""nuts"", ""milk""]",[],,https://images.openfoodfacts.org/images/products/890/126/217/3223/front_en.7.400.jpg
Dhisoom,parle-agro,beverages-and-beverages-preparations,8902579003159,,"[""125ml""]","[""WATER"", ""SUGAR"", ""CARBON ANG AGENT (INS 290)"", ""TURE IDENTICAL FLAVOURING SUBSTANCE (JEERA MASALA)"", ""(INS-INTERNATIONAL NUMBERING SYSTEM) LACK SALT"", ""PRESERVATIVE (INS 211 NUTRITIONAL INEO SERVING SERVE""]","[""-""]",[],,
Masala Karam,Aashirvaad,plant-based-foods-and-beverages,8901725106287,,"[""50 g""]","[""Mixed Spices (59.9%) (Red chilli (34.3%). Garlic (16%)"", ""Cumin (3%)"", ""Coriander (2%)"", ""Spice extracts"", ""Fenugreek"", ""Curry leaves (0.4%)"", ""fodized Salt (17%)"", ""Chana dal"", ""Groundnut"", ""Refined sunflower oil"", ""Sesame"", ""Tamarind Concentrate and Sugar.""]","[""sesame seeds""]",[],,
Verka Dahi Cup,verka,dairies,8901826803702,,"[""350 g""]","[""Pasteurised toned milk with 10.5% SNF"", ""Milk solids and Active Lactic Culture""]","[""milk"", ""milk-solids""]",[],,https://images.openfoodfacts.org/images/products/890/182/680/3702/front_en.6.400.jpg
Regular peanut butter,cropel,plant-based-foods-and-beverages,8908018178013,,"[""1kg""]","[""Roasted peanut (90%) ugar"", ""(R Edible Vegetable fat (Hydrogenated Soybean Fat)"", ""Emulsifier (E471)"", ""Salt ALLERGEN INFO: CONTAINS PEANUTS & SOYA""]","[""peanuts"", ""soybeans""]",[],,
Sipon Mango Drink,bindu,beverages-and-beverages-preparations,8908000589063,,"[""500ml""]","[""PURIFIED WATER"", ""SUGAR"", ""TOTAPURI MANGO PULP (12.5%) AND ALPHONSO MANGO PULP (2.5%)"", ""ACIDITY REGULATOR (INS 330)"", ""STABILIZER (INS 440"", ""INS 466) PERMITTED CLASS II PRESERVATIVE (INS 202) ANTIOXIDANT (INS 300). CONTAINS PERMITTED SYNTHETIC FOOD COLOURS (INS 110) AND ADDED FLAVOUR [NATURE IDENTICAL FLAVOURING SUBSTANCES (MANGO)] CONTAINS FRUIT PULP""]","[""-""]",[],,
on1y fenugreek leaves,on1y,dried-fenugreek-leaves,8908001105590,,"[""50g""]","[""Dried Fenugreek leaves""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/800/110/5590/front_en.3.400.jpg
Milk Rich,nilgiri-s,dairies,8901018000889,,"[""500 ml""]","[""Milk Fat"", ""Milk Solids MILK FAT 4.5% MILK SNF 8.5%""]","[""milk""]",[],,
