name,brand,category,barcode,vegNonVeg,available_quantities,ingredients,allergens,side_effects,harm_level,image_url
Nandini GoodLife Plus Toned Milk 1ltr,nandini,dairies,8906036675750,,"[""1L""]","[""Milk Solids"", ""Vitamin A & Vitamin D Milk Fat: 3.0% (Min) & SNF: 8.5% (Min)""]","[""milk""]",[],,
proV select Indian Whole Natural Raisin,prov-select,plant-based-foods-and-beverages,8908019758306,,"[""500g""]","[""Raisins""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/801/975/8306/front_en.3.400.jpg
Sosyo Drink Mixed Fruit,hajoori,beverages-and-beverages-preparations,8908000729025,,"[""500ml""]","[""PURIFIED WATER"", ""CANE SUGAR"", ""FRUIT JUICE CONCENTRATE (APPLE 9.1%. LEMON 1%)"", ""Co₂ (INS290)"", ""CITRIC ACID (INS330)"", ""CONTAINS PERMITTED NATURAL COLOUR (INS150d)"", ""PERMITTED CLASS-II PRESERVATIVE (INS211)"", ""VITAMIN C (INS300)"", ""CONTAINS ADDED FLAVOURS NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES OF MIX FRUIT"", ""CONTAINS FRUIT JUICE""]","[""apple""]",[],,
Protein Chico Pie,hyp,snacks,60181978,,"[""50g * 6""]","[""Dates"", ""Cocoa Crisps"", ""Milk Protein Isolate"", ""Glucose Syrup"", ""Oats"", ""Sugar"", ""Edible Vegetable Oil"", ""Almonds"", ""Cocoa Powder"", ""Cocoa Solids"", ""Emulsifier (Soy Lecithin)"", ""Salt and Anti-Oxidant (Vit E).""]","[""gluten"", ""milk"", ""nuts"", ""soybeans""]",[],,
Veg atta noodles,Nestlé,plant-based-foods-and-beverages,8901058009705,,"[""290 gm""]","[""Wheat Flour (Atta) (84.2%)"", ""Palm oil"", ""lodized salt"", ""Wheat gluten"", ""Thickeners (508 & 412)"", ""Humectants (451 (i) & 452(i)) and Acidity regulators (501 (i) & 500 (i)) Tastemaker: Dehydrated Vegetables (22%) (Carrot bits (12%)"", ""Green peas (10%) Mixed spices (20.3%) (Roasted spice mix powder (5.6%) (Coriander"", ""Turmeric"", ""Cumin"", ""Aniseed"", ""Black pepper"", ""Fenugreek"", ""Ginger"", ""Green cardamom"", ""Cinnamon"", ""Clove"", ""Nutmeg"", ""Bay leaf"", ""Black cardamom)"", ""Onion powder"", ""Garlic powder"", ""Red chilli powder"", ""Dehydrated kasuri methi leaves"", ""Red chilli bits"", ""Coriander powder"", ""Turmeric powder"", ""Ginger powder"", ""Aniseed powder"", ""Black pepper powder"", ""Cumin powder"", ""Cumin"", ""Fenugreek powder"", "".Capsicum extract"", ""Compounded asafoetida"", ""Star anise powder"", ""Coriander extract & Cumin extract)"", ""Toasted onion flakes (Onion (17.5%)"", ""Corn oil)"", ""Wheat Flour (Atta)"", ""Sugar"", ""lodized salt"", ""Toasted onion powder (Onion (4.9%)"", ""Corn oil)"", ""Thickener (508)"", ""Palm oil"", ""Flavour enhancer (635)"", ""Yeast extract powder"", ""Starch"", ""Acidity regulator (330)"", ""Wheat gluten and Mineral.""]","[""gluten"", ""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/105/800/9705/front_en.16.400.jpg
Bread,bimbo,plant-based-foods-and-beverages,8904043551715,,"[""800g""]","[""Refined Wheat Flour (Maida) (64.1%)"", ""Sugar"", ""Yeast lodized Salt"", ""Edible Vegetable Fat (interesterified)"", ""Gluten"", ""Soya Preservatives (282"", ""200)"", ""Emulsifier (470)"", ""Acidity Regulators (260"", ""297)"", ""Flour Treatment Agent (510) and Antioxidant (300)""]","[""gluten""]",[],,
Maida,naga,plant-based-foods-and-beverages,8906011831713,,"[""500 g""]","[""Category: 6.2.1 Maida(Refined Wheat Flour)\nWHEAT \nAllergen declaration: Contains Wheat (Gluten)""]","[""gluten""]",[],,
Purple Sweet Potato with Panipuri Masala,to-be-honest-crunchies,snacks,8908015676215,,"[""75g""]","[""Purple Sweet Potato"", ""Palmolein Oil"", ""Spices and Condiments (Coriander"", ""Dry Raw Mango Powder"", ""Cumin"", ""Green Chilli"", ""Ginger"", ""Garam Masala"", ""Black Pepper)"", ""Salt"", ""Dextrose"", ""Tamarind Powder"", ""Dehydrated Mint.""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/801/567/6215/front_en.3.400.jpg
Good Life Chilli Guntur with Stem,good-life,plant-based-foods-and-beverages,8902901222616,,"[""200g""]","[""Chili""]","[""-""]",[],,
Snack Nacho Chips,sundrop,snacks,8901512939005,,"[""42g""]","[""Corn (73%)"", ""Refined Edible Palmolein Oil {Antioxidant (TBHQ)}"", ""Sugar"", ""Spices and Condiments (Dried Mango Powder (0.6%)"", ""Chilli Powder (0.3%)"", ""Cumin Powder (0.3%)"", ""Coriander Powder (0.2%)"", ""Turmeric Powder"", ""Ginger Powder"", ""Asafoetida)"", ""lodized Salt"", ""Dehydrated Vegetables (Onion Powder (0.5%)"", ""Garlic Powder (0.1%)}"", ""Acidity Regulators (Citric Acid"", ""Malic Acid) & Natural (Chilli) & Nature Identical (Mango) Flavouring Substances.""]","[""-""]",[],,
Arabian Dates,good-life,plant-based-foods-and-beverages,8904132929142,,"[""500g""]","[""Wet Dates (Unpitted)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/413/292/9142/front_en.3.400.jpg
Limonata,bisleri,beverages-and-beverages-preparations,8906017291429,,"[""160 ml""]","[""CARBONATED WATER"", ""SUGAR"", ""ACIDITY REGULATORS TE (330"", ""331 (ii)"", ""296)"", ""FLAVOURS (NATURE-IDENTICAL FLAVOURING SUBSTANCES)"", ""PRESERVATIVE (211)"", ""STABILIZER (436).""]","[""-""]",[],,
Ghee,akshayakalpa-organic,fats,8908003249926,,"[""1L""]","[""Milk Solids""]","[""milk""]",[],,
Makhana Chatpati Imli,country-delight,fox-nuts,8906117363637,,"[""20 g""]","[""Makhana (Fox Nut) 62%"", ""Edible vegetable oil (Olive Oil) 22%"", ""Spices and Condiments 9% (Red Chili Powder"", ""Clove"", ""Cumin"", ""Black Peper Ginger)"", ""Black Salt"", ""Rock Salt"", ""Tamarind Powder"", ""Sugar"", ""Dry Mango Powder"", ""Lemon Juice Powder"", ""Asafoetida Powder"", ""Natural and Nature identical flavours.""]","[""nuts""]",[],,https://images.openfoodfacts.org/images/products/890/611/736/3637/front_en.19.400.jpg
Mother Dairy Probiotic Tadka Chach,mother-dairy,butter-milk,8901648002444,,"[""270ml""]","[""Water"", ""Milk"", ""Milk Solids"", ""lodized Salt"", ""Spice Oleoresin (0.05%) (Capsaicin"", ""Gingerol"", ""Cuminaldehyde)"", ""Seasonings"", ""Black Salt"", ""Active Lactic Culture with probiotics Bifidobacterium animalis subsp. lactis (Viable no. 10° cfu/serving size/day).""]","[""milk""]",[],,
Pepper Black,good-life,plant-based-foods-and-beverages,8902901222487,,"[""100 g""]","[""Black Pepper""]","[""-""]",[],,
Sunfeast Marie Light Vita Orange,itc,snacks,8901725015435,,"[""95.6g""]","[""ng.erients med Wheat Flour (Maida) (67%)"", ""Sugar"", ""Refined Paim o"", ""Raising Agents [INS 503(ii)"", ""INS 500(ii)"", ""INS 450(i)]"", ""Milk Solids"", ""evert Syrup"", ""lodized Salt"", ""Nature Identical Flavouring Substances"", ""Wheat Fibre (0.12%)"", ""Artificial Flavouring Substances (Butter"", ""Vanilla"", ""Butterscotch"", ""Milk)"", ""Emulsifier [Mono - and di-glycerides of fatty acids (from Palm Oil)]"", ""Flour Treatment Agent (INS 223)"", ""Vitamins"", ""Colours INS 150d"", ""INS 110"", ""INS 127) and Dehydrated Orange Powder (0.01%).""]","[""gluten"", ""milk""]",[],,https://images.openfoodfacts.org/images/products/890/172/501/5435/front_en.10.400.jpg
Corn flakes,Kellogg's,plant-based-foods-and-beverages,8901499008190,,"[""475 g""]","[""Corn Grits (87.7%)"", ""Sugar"", ""Malt Extract"", ""iodized Salt"", ""Vitamins"", ""Minerals and Antioxidant (INS 320).""]","[""gluten""]",[],,
Balaji Wafers Crunchex,balaji,snacks,8906010501570,,"[""32g""]","[""POTATO (84%)"", ""EDIBLE VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWINGS: PALMOLEIN"", ""GROUNDNUT)"", ""**SEASONING [SUGAR"", ""MALTODEXTRIN"", ""SALT"", ""SPICES & CONDIMENTS (CHILLI (0.5%)"", ""PEPPER)"", ""DEHYDRATED VEGETABLE POWDER (ONION"", ""GARLIC"", ""TOMATO)"", ""BLACK SALT"", ""ACIDITY REGULATOR (INS 330"", ""INS 296"", ""INS 334)"", ""MILK SOLIDS (0.1%)"", ""HYDROLYZED VEGETABLE PROTEIN SOYA)"", ""ANTICAKING AGENT (INS 551)"", ""FLAVOUR ENHANCER (INS 627"", ""INS 631) FLAVOUR (NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES)"", ""PAPRIKA EXTRACT (INS 160C)"", ""STABILIZER (INS 340)"", ""EMULSIFIER (INS 470)]""]","[""-""]",[],,
poprings,balaji,snacks,8906010501419,,"[""30g""]","[""Corn Meal (68%)"", ""Edible Vegetable Oil (Palmolein)"", ""Sugar"", ""iodized Salt"", ""Maltodextrin"", ""Cheese Powder (0.6%)"", ""Milk Solids"", ""Soya Powder"", ""Stabilizer (INS 1701) Flavour Enhancer (INS 627"", ""INS 631)"", ""Acidity Regulator (INS 330)"", ""Anticaking Agent (INS 551).""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/601/050/1419/front_en.14.400.jpg
Brown Bread,modern,plant-based-foods-and-beverages,8904043551586,,"[""300g""]","[""BREAD hi fibre brown Ingredients: Whole Wheat Flour (Atta) (31%)"", ""Refined Wheat Flour (Maida) (30%)"", ""Sugar"", ""Wheat Bran"", ""Yeast"", ""Gluten"", ""iodized Salt"", ""Edible Vegetable Fat (Interesterified)"", ""Preservative (282)"", ""Malt Product"", ""Emulsifier (471)"", ""Acidity Regulators {341(0)"", ""260)"", ""Flour Treatment Agents (510"", ""1100(i)} and Antioxidant (300).""]","[""gluten""]",[],,
Peanut Butter Creamy,goody,plant-based-foods-and-beverages,6281014110013,,"[""340g""]","[""Fresh Roasted Peanuts"", ""Sugar"", ""Hydrogenated Vegetable Oil (Rapeseed"", ""Cottonseed and Soybean) Salt""]","[""peanuts"", ""soybeans""]",[],,
Soya Chips,haldiram-s,snacks,8904004400212,,"[""25 g""]","[""Tapioca Starch"", ""Refined Palmolein Oil"", ""Potato Flakes"", ""Soya Flour(8 %)"", ""Split Pulse Urd (Urd Dal) Flour"", ""Refined Sugar"", ""iodised Salt"", ""Red Chilli Powder"", ""Coriander Powder"", ""Cumin Powder"", ""Clove Powder"", ""Dried Mango Powder"", ""Black Pepper"", ""Cardamom"", ""Acidity Regulator (INS 330)"", ""Dried Onion Powder"", ""Dried Garlic Powder"", ""Black Salt"", ""Asafoetida"", ""Bay Leaf"", ""Nutmeg"", ""Cinnamon"", ""Fennel Seed"", ""Turmeric""]","[""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/400/440/0212/front_en.4.400.jpg
Aloo bhujia,haldiram-s,snacks,8904004400731,,"[""200 gm""]","[""Potato"", ""Refined Palmolein Oil"", ""Bengal Gram Hour (Besan)"", ""Potato Flakes"", ""Potato Starch Tapioca Starch"", ""Tapary Beans (Moth Dal) Flour"", ""iodised Salt"", ""Red Chilli Powder"", ""Black Salt"", ""Acidity Regulator (INS 330)"", ""Black Pepper"", ""Clove"", ""Cardamom"", ""Dried Ginger Powder"", ""Dried Garlic Powder"", ""Refined Sugar"", ""Cumin Powder"", ""Bay Leaves"", ""Nutmeg"", ""Cinnamon and Mint Leaves CONTAINS ADDED NATURAL"", ""NATURE IDENTICAL""]","[""-""]",[],,
act-2 popcorn tomato chilli 59g,-,snacks,8901512542106,,"[""59g""]","[""Popcorn Sachet: Popping Corn"", ""Refined\nEdible Palmolein Oil and iodised Salt.\nTomato Chilli Seasoning Sachet\n(Net Quantity-4g): Dehydrated Vegetables\n(Tomato Powder"", ""Onion Powder and Garlic\nPowder)"", ""Chilli Powder"", ""iodised Salt"", ""Sugar"", ""Yeast Extract Powder"", ""Stabilizer (Hydrolysed\nVegetable Protein)"", ""Maltodextrin"", ""Acidity\nRegulator (Citric Acid) and Anticaking\nAgent (Silicon Dioxide).\nCONTAINS ADDED FLAVOUR [NATURE\nIDENTICAL FLAVOURING SUBSTANCES)\nSee print on pack for: MRP (inclusive of\nall taxes)"", ""Net Quantity (in g)"", ""Batch No.\nDate of Manufacture\nomato chilli flavour seasoning inside\nIC\npped Popcon.\nB.No:""]","[""-""]",[],,
Lays Cream and Onion Patato Chips,Lay's,plant-based-foods-and-beverages,8901491981682,,"[""45 gms""]","[""Potato"", ""Edible Vegetable Oil (Paimolein Oil"", ""Rice Bran Oil)"", ""Sugar"", ""iodised Salt"", ""Milk Products (Milk Solids"", ""Cheese Powder) (1.4%)"", ""&quot"", ""Spices""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/149/198/1682/front_en.4.400.jpg
Party Snack,tong-garden,plant-based-foods-and-beverages,8850291100499,,"[""500 g""]","[""nɔjnišiñu"", ""party snack ถั่วอบผสมแป้งกรอบ (ตรา ทองการ์เด้น) inredients: green peas"", ""peanuts"", ""wheat flour"", ""broad beans"", ""palm olein gldinous rice flour"", ""sugar"", ""iodised salt"", ""seasoning (contains garlic"", ""pat chil cumin"", ""turmeric"", ""non dairy creamer"", ""soybean"", ""shallot)"", ""garlic"", ""sest seeds"", ""chili powder"", ""pepper"", ""artificial colour [tartrazine (e102)"", ""brilliant b fcf (e133)"", ""sunset yellow fcf (e110)]"", ""natural colour [curcumin (e10 annato (e160b)]"", ""packaging gas [nitrogen (e941)] ประกอบที่สำคัญ: ถั่วลันเตาเขียว 29%"", ""ถั่วลิสง 22%"", ""แป้งสาลี 16%"", ""ถ้่วปากอ้า háula 5%"", ""uüvinoinüaɔ 4%"", ""tnana 3"", ""5%"", ""nãolalañu 2%"", ""uvuşusa เอง กระเทียม"", ""พริกไทย"", ""พริก"", ""ยี่หร่า"", ""ขมิ้น"", ""ครีมเทียม"", ""ถั่วเหลือง หัวหอม) 1"", ""5 l"", ""run 1%"", ""ušn 0"", ""5%"", ""wšnina 0"", ""5%"", ""đabiast:í (ins 102"", ""ins 133"", ""n (ins 100(0)"", ""ins 160b(0)]"", ""ñnuridoalunmsiñušnunonns (ins 941 y information: this product contains peanuts"", ""tree n eans"", ""gluten(wheat) and sesame seeds"", ""processed in a d also process sulnh er may conta""]","[""gluten"", ""peanuts"", ""sesame seeds"", ""soybeans""]",[],,
Knorr,Knorr,meals,8901030757501,,"[""14g""]","[""Soup Powder. Ingredients: Sugar"", ""Potato Starch"", ""&quot"", ""Dehydrated Vegetables (Tomato Paste Solids (7.1%)"", ""Onion Powder\r\nGarlic Powder and Dehydrated Leeks (0.3%)"", ""Bread Croutons 10.3% (Refined Wheat Flour (Maida)"", ""Edible Vegetable\r\nFat"", ""Seasoning"", ""iodised salt"", ""Yeast"", ""Rosemary Extract)"", ""Dried Glucose Syrup"", ""iodised salt"", ""Hydrolyzed Vegetable Protein\r\nEdible Vegetable Fat"", ""Thickener-415"", ""Acidity Regulator-330"", ""Spices""]","[""gluten""]",[],,
Chocolate Cookies,amul,snacks,8901262220552,,"[""50g""]","[""Refined wheat flour (maida)"", ""butter (23%)"", ""sugar"", ""plain chocolate chips (3%)"", ""cocoa solids (2%)"", ""milk solids"", ""liquid glucose"", ""raising agents [500(i)"", ""503(ii))"", ""emulsifier [481 (i))"", ""artificial flavouring substances (vanilla"", ""cocoa chocolate). Allergen Information: Contains wheat"", ""milk.""]","[""gluten"", ""milk""]",[],,https://images.openfoodfacts.org/images/products/890/126/222/0552/front_en.13.400.jpg
kurkure,kurkure,snacks,8901491367219,,"[""25g""]","[""Cereal Products (67%) (Rice Meal (44%)"", ""Corn Meal (23%))"", ""Edible Vegetable Oil (Rice Bran Oil"", ""Sesame Oil)"", ""*Seasoning Spices & Condiments"", ""lodised Salt"", ""Sugar"", ""Flavour (Natural and Nature Identical Flavouring Substances)"", ""Black Salt"", ""Tomato Powder"", ""Acidity Regulators (330"", ""296"", ""334)"", ""Colour (160c)"", ""Maltodextrin)"", ""Gram Meal (0.4%). As Flavouring Agent. &quot"", ""Contains Onion and Garlic LERGEN ADVICE: Contains Sulphite.""]","[""sesame seeds"", ""sulphur dioxide and sulphites""]",[],,
Curls Crax,crax,snacks,8908001246873,,"[""23g""]","[""Corn Grits (66%)"", ""Edible Vegetable Oil (Refined Palmolein Oil)"", ""&quot"", ""Seasoning (iodised Salt"", ""Sugar"", ""Onion Powder"", ""Chilli Powder"", ""Cumin Powder"", ""Garlic Powder"", ""Coriander) CONTAINS ADDED FLAVOUR(S) (NATURAL""]","[""-""]",[],,
Sprite,coca-cola,beverages-and-beverages-preparations,8901764032912,,"[""250 ml""]","[""CARBONATED WATER"", ""SUGAR"", ""ACIDITY REGULATORS (330"", ""331(iii))"", ""PRESERVATIVE (211)"", ""SWEETENER(960)"", ""FLAVOURS (NATURAL FLAVORING SUBSTANCES).""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/176/403/2912/front_en.26.400.jpg
Balaji Wafers Chaat Chaska,balaji,snacks,8906010500535,,"[""35 g""]","[""Potato (88%)"", ""Edible Vegetable Oil (Palmolein)"", ""lodized Salt"", ""†Spices & Condiments 0.5% (Cumin"", ""Chilli"", ""Parsley"", ""Ginger"", ""Cinnamon"", ""Black Pepper"", ""Dry Mango)"", ""Dehydrated Vegetable Powder (Onion"", ""Garlic)"", ""Sugar"", ""Maltodextrin"", ""Flavour Enhancer (INS 627"", ""INS 631)"", ""Acidity Regulator (INS 296"", ""INS 330)"", ""Anticaking Agent (INS 551).""]","[""-""]",[],,
Coconut oil,simply-nature,plant-based-foods-and-beverages,4099100033595,,"[""414 ml""]","[""organic coconut oil contains: coconut""]","[""-""]",[],,
Superior MP Atta,Aashirvaad,plant-based-foods-and-beverages,8901725121747,,"[""1 kg""]","[""WHOLE WHEAT""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/172/512/1747/front_en.4.400.jpg
FOOD,princes,seafood,5000232192202,,"[""125 g""]","[""Mackerel [Fish]"", ""Sunflower Oil"", ""Water"", ""Salt.\n OCEAN OF CATCH: Atlantic"", ""Northeast)""]","[""fish""]",[],,
Bisleri,bisleri,beverages-and-beverages-preparations,8906017290033,,"[""500ml""]","[""Treated Water"", ""Minerals (Salts of Calcium (1.0*mg)"", ""Magnesium (0.5*mg)"", ""Pottasium (0.1*mg)\n*Added Quantity Per 100ml""]","[""-""]",[],,
Supreme Harvest Sooji Rawa (Semolina),supreme-harvest,plant-based-foods-and-beverages,00015573,,"[""1kg""]","[""Sooji Rawa (Semolina)""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/000/000/001/5573/front_en.3.400.jpg
Supreme Harvest Indian Raisins,supreme-harvest,plant-based-foods-and-beverages,00015741,,"[""500g""]","[""Raisins""]","[""-""]",[],,
Gulas Jaggery Powder,sunraja-oil-industries-private-limited,sweeteners,8906125670246,,"[""500g""]","[""Sugarcane Extract""]","[""-""]",[],,
Maniarr's Plain Dry Bhakhri,maniarr-s,snacks,8904077202423,,"[""200 g""]","[""Wheat Flour (75%)"", ""Edible Vegetable Oil (Palmolein Oil) (21%)"", ""lodized Salt"", ""Asafoetida"", ""Turmeric Powder.""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/407/720/2423/front_en.3.400.jpg
DiSana,insight-food-private-limited,plant-based-foods-and-beverages,8904320036683,,"[""100g""]","[""Roasted Peanuts (100%) PEANUT BUTTER (Proprietary Food-4.2.2.5 Spread) Allergen Information: Contains Nuts.""]","[""nuts"", ""peanuts""]",[],,
Zahidi Dates,candor-dates,plant-based-foods-and-beverages,8906064919925,,"[""500g""]","[""Dates""]","[""-""]",[],,
Hyderabadi Mutton Shami Kebab,licious,skewers,70020600146130321,,"[""220g""]","[""Goat meat"", ""Onion"", ""Interesterified Vegetable Fat (Refined palm oil"", ""High Oleic Acid Sunflower seed oil"", ""Sesame oil"", ""Vitamin A)"", ""bengal gram"", ""Coriander leaves"", ""Mixed Masala"", ""Ginger"", ""Garlic"", ""Green Chilli"", ""Cumin"", ""Mint leaves"", ""Iodized salt"", ""Starch (INS 1450)"", ""Red Chilli"", ""Black Salt"", ""Herb and Spices Oleoresin (Emulsifier (INS 471"", ""INS 433))"", ""Thickener (INS 412)"", ""Acidity Regulator (INS 330)"", ""Sugar.""]","[""sesame seeds""]",[],,https://images.openfoodfacts.org/images/products/700/206/001/46130321/front_en.3.400.jpg
evocus water,evocus,beverages-and-beverages-preparations,8904406118883,,"[""500ml""]","[""Purified Water"", ""Nature Identical Flavour (Contains Minerals)""]","[""-""]",[],,
Boost,hindustan-unilever-limited,beverages-and-beverages-preparations,8909106040175,,"[""550g""]","[""Cereal Extract (50%) (Barley"", ""Wheat"", ""Millet)"", ""Malted Barley (21%)"", ""Sugar"", ""Wheat Flour (Atta)"", ""Milk Solids (6%)"", ""Minerals"", ""Natural Colour (INS 150c)"", ""Wheat Gluten"", ""Ackity Regulators [INS 501 (ii)"", ""INS 500(ii)]"", ""Edible lodised Salt"", ""Cocoa Powder"", ""Vitamins"", ""Nature Identical Flavouring Substances"", ""Soy Protein Isolate. Allergen Information: Contains Wheat"", ""Barley"", ""Milk and Soy""]","[""gluten"", ""milk"", ""soybeans""]",[],,
The Coca Cola Company,thumbs-up,beverages-and-beverages-preparations,19017648,,"[""2.25Litres""]","[""CARBONATED WATER"", ""SUGAR"", ""ACIDITY REGULATOR (338) CAFFEINE (8.1 mg/100 g)"", ""SWEETENER (960)"", ""COLOUR (150 d)"", ""FLAVOURS (NATURAL"", ""NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVOURING SUBSTANCES).""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/000/001/901/7648/front_en.28.400.jpg
Good Life Iodised Salt,good-life,condiments,8902901027945,,"[""1kg""]","[""Edible Common Salt"", ""Anti-caking Agents (551"", ""536)"", ""Potassium lodate""]","[""-""]",[],,
Cadbury Bournvita Nutrition Drink,cadbury-bournvita,beverages-and-beverages-preparations,8901233029900,,"[""14.4g""]","[""Cereal Extract 51%* (Barley"", ""Wheat)"", ""Sugar"", ""Cocoa Solids"", ""Caramel colour (150c)"", ""Liquid Glucose"", ""Protein Isolate"", ""Maltodextrin"", ""Milk Solids"", ""Vitamins"", ""Emulsifiers (322"", ""471)"", ""Raising Agent (500(i))"", ""Minerals"", ""Edible Salt.""]","[""gluten"", ""milk""]",[],,
